crop_name,soil_type,crop_age_days,day_of_year,temperature_C,humidity_%,rainfall_mm,effective_rainfall_mm,solar_radiation_MJ_m2_day,wind_speed_m_s,field_capacity_%,wilting_point_%,soil_moisture_%,reference_evapotranspiration_ET0_mm_day,crop_coefficient_Kc,application_efficiency_%,root_zone_depth_m,available_water_content_mm_per_m,irrigation_interval_days,p_fraction,irrigate,irrigation_amount_m3
Apple,Loam,64,313,12.96,59.57,9.24,5.1,8.48,1.81,29.63,14.55,21.43,2.314,0.96,86.37,1.434,216.25,11,0.54,1,1497.59
Potato,Silt Loam,54,170,29.56,47.55,0.27,0.15,26.93,1.11,32.66,13.45,19.23,7.449,1.128,61.77,0.479,92.02,3,0.397,1,312.43
Potato,Loam,40,295,21.63,75.87,2.27,1.74,12.74,1.77,31.19,13.18,27.83,3.152,0.825,77.51,0.444,79.96,7,0.378,0,0.0
Potato,Silt Loam,51,15,8.97,82.18,8.06,5.04,9.97,0.65,31.16,13.79,27.4,1.637,1.063,65.62,0.532,92.41,10,0.366,0,0.0
Tomato,Sandy Loam,55,150,19.25,70.16,0.69,0.53,21.48,1.83,24.46,10.92,23.96,4.728,0.944,75.9,1.347,182.38,7,0.398,1,248.46
Apple,Silty Loam,54,360,4.3,66.15,1.96,1.44,11.28,2.59,34.55,13.82,31.67,1.938,0.81,88.58,1.603,332.3,1,0.58,0,0.0
Grape,Loam,134,173,30.6,35.44,0.21,0.16,23.89,4.03,29.66,14.12,21.33,10.039,0.85,71.0,0.583,90.6,1,0.538,1,68.4
Tomato,Sandy Loam,105,98,19.2,53.63,0.18,0.1,18.6,2.99,21.86,10.25,20.87,5.215,1.15,75.9,0.668,77.55,2,0.401,1,35.2
Apple,Clay Loam,67,355,5.74,66.5,2.25,1.7,4.46,1.08,36.67,21.7,35.46,0.979,1.005,84.71,1.511,226.2,13,0.59,0,0.0
Tomato,Sandy Loam,125,197,26.93,55.87,0.0,0.0,26.82,2.33,21.87,9.55,15.66,7.493,0.94,58.27,0.901,111.0,5,0.366,1,480.11
Grape,Sandy,67,68,14.54,44.87,0.16,0.11,19.38,3.72,17.67,8.41,14.95,5.211,0.85,78.89,0.973,90.1,3,0.461,1,100.64
Potato,Loam,119,149,26.92,53.32,0.92,0.66,17.43,1.47,31.25,14.91,25.97,5.184,0.897,60.26,0.574,93.79,2,0.367,1,100.59
Tomato,Sandy Loam,32,222,27.96,56.24,0.1,0.07,19.56,0.69,24.58,9.38,19.39,5.116,0.627,66.07,1.385,210.52,8,0.365,0,0.0
Grape,Sandy Loam,26,215,33.4,52.66,0.01,0.01,28.19,1.2,21.62,9.8,19.39,8.072,0.383,74.26,0.868,102.6,1,0.509,0,0.0
Potato,Sandy Loam,33,158,19.53,57.33,0.5,0.37,21.24,3.24,21.74,10.4,19.76,5.568,0.673,78.39,0.564,63.96,8,0.397,0,0.0
Grape,Sandy Loam,21,264,30.5,42.08,0.11,0.09,21.22,2.48,24.19,9.21,17.8,7.702,0.314,63.07,0.559,83.74,8,0.521,0,0.0
Apple,Loam,102,113,9.66,59.29,0.82,0.59,17.07,4.21,30.34,13.8,23.59,3.534,1.2,75.7,1.108,183.26,6,0.58,1,592.79
Apple,Loam,87,166,30.91,44.61,0.04,0.02,19.43,2.86,29.18,13.82,22.01,7.549,1.2,83.26,1.875,288.0,13,0.552,1,2099.07
Grape,Loam,20,188,34.19,26.62,0.0,0.0,25.01,4.01,29.35,14.37,17.46,11.822,0.3,58.27,0.739,110.7,4,0.482,1,603.17
Tomato,Sandy Loam,53,217,28.95,61.0,0.08,0.05,21.38,0.54,22.37,10.07,11.78,5.442,0.916,58.11,0.74,91.02,11,0.425,1,1483.44
Potato,Sandy Loam,66,161,25.51,46.42,0.15,0.11,21.21,3.73,21.68,10.04,12.2,7.467,1.15,62.56,0.463,53.89,7,0.368,1,491.12
Tomato,Sandy Loam,123,326,14.43,54.48,1.76,1.01,12.46,3.11,21.62,10.75,16.29,3.644,0.968,70.34,0.783,85.11,5,0.428,1,296.66
Potato,Loam,53,253,23.86,53.05,1.48,1.12,19.14,2.69,29.13,14.48,20.94,5.891,1.107,67.98,0.568,83.21,6,0.399,1,410.58
Potato,Silt Loam,63,64,15.24,76.48,5.85,3.38,16.3,3.9,34.75,13.48,26.91,3.322,1.15,56.01,0.406,86.36,5,0.381,0,0.0
Potato,Sandy Loam,19,265,25.75,41.51,0.96,0.52,18.1,3.0,24.26,10.83,18.69,6.813,0.5,66.16,0.503,67.55,6,0.37,1,254.08
Potato,Sandy Loam,12,50,9.16,76.17,0.42,0.26,9.3,1.84,23.24,10.95,11.95,1.746,0.5,59.13,0.428,52.6,12,0.395,1,980.64
Tomato,Loam,93,194,32.47,71.78,0.09,0.07,18.1,2.11,29.46,13.09,28.96,5.378,1.15,81.51,1.29,211.17,2,0.385,1,63.31
Grape,Sandy,50,69,19.38,61.31,0.54,0.35,12.53,2.54,16.87,8.0,9.0,3.727,0.713,85.76,0.524,46.48,13,0.549,1,625.12
Grape,Sandy,186,337,14.88,70.26,0.21,0.14,6.99,0.9,16.46,7.03,14.92,1.624,0.81,69.93,0.954,89.96,4,0.452,0,0.0
Tomato,Sandy Loam,98,347,9.72,73.86,0.06,0.04,7.27,3.36,21.72,10.12,15.26,1.778,1.15,65.17,0.875,101.5,2,0.445,1,173.47
Potato,Sandy Loam,43,123,26.76,50.63,1.34,0.87,21.44,2.16,21.14,9.35,13.54,6.555,0.89,78.1,0.513,60.48,10,0.398,1,499.21
Apple,Loam,99,111,11.26,60.3,1.02,0.62,19.23,2.17,31.97,13.37,24.74,3.745,1.2,89.21,1.039,193.25,4,0.579,1,336.82
Apple,Clay Loam,28,166,24.17,49.52,0.37,0.27,22.18,2.4,35.79,23.0,31.75,6.531,0.45,63.81,1.954,249.92,8,0.591,0,0.0
Grape,Sandy,210,356,9.95,68.04,0.02,0.02,7.98,3.02,18.09,8.17,9.17,2.046,0.65,74.2,0.823,81.64,1,0.498,1,98.94
Potato,Silt Loam,43,186,26.18,59.95,0.03,0.02,23.38,3.13,31.19,13.02,17.63,6.798,0.89,68.37,0.581,105.57,12,0.387,1,1382.77
Tomato,Clay Loam,73,100,13.54,52.1,1.25,0.72,16.89,1.15,37.72,21.09,31.37,3.615,1.15,58.07,1.065,177.11,3,0.395,0,0.0
Apple,Clay Loam,57,316,8.83,76.01,1.26,0.77,10.82,2.6,37.27,22.74,28.21,1.981,0.855,86.69,1.449,210.54,12,0.539,1,1817.23
Apple,Loam,123,217,26.6,46.25,0.18,0.1,23.21,1.82,32.47,14.03,21.74,6.863,1.2,76.43,1.083,199.71,9,0.52,1,1368.38
Tomato,Sandy Loam,59,219,27.12,53.72,0.21,0.16,20.9,2.67,23.71,10.7,18.88,6.63,0.999,78.3,1.43,186.04,10,0.406,1,882.11
Grape,Sandy Loam,171,358,12.72,76.57,1.25,0.78,9.38,1.91,23.9,10.8,16.03,1.98,0.85,76.32,0.644,84.36,12,0.537,1,796.9
Tomato,Clay Loam,88,125,15.31,60.82,0.01,0.0,24.27,3.94,36.17,21.9,30.44,5.211,1.15,59.43,0.812,115.87,5,0.359,1,391.45
Apple,Silty Loam,59,260,26.92,60.64,0.44,0.25,16.44,2.63,36.03,13.8,28.4,5.325,0.885,84.91,1.245,276.76,12,0.598,1,1342.51
Potato,Sandy Loam,73,63,16.97,71.6,3.0,1.85,15.81,2.28,22.93,10.38,17.13,3.53,1.15,82.63,0.579,72.66,9,0.394,1,365.77
Grape,Sandy,174,49,19.83,49.36,0.2,0.14,12.98,3.26,19.6,7.63,18.07,4.742,0.85,65.51,0.955,114.31,11,0.535,1,320.71
Apple,Clay Loam,18,340,3.12,68.57,0.9,0.52,7.5,1.32,37.47,22.9,31.22,1.252,0.45,57.75,1.438,209.52,5,0.591,0,0.0
Potato,Sandy Loam,115,48,7.23,79.73,0.29,0.16,15.04,3.29,21.17,9.07,14.54,2.205,0.95,70.21,0.486,58.81,10,0.4,1,458.93
Potato,Loam,116,146,24.38,46.77,0.12,0.09,24.98,0.54,32.17,13.7,31.67,6.059,0.937,76.9,0.555,102.51,5,0.374,1,72.17
Potato,Sandy Loam,59,141,20.26,49.76,3.93,3.09,17.0,1.49,22.49,9.93,19.33,4.561,1.15,89.48,0.538,67.57,5,0.385,0,0.0
Potato,Silt Loam,100,119,14.78,66.11,4.06,2.34,17.61,2.69,33.14,13.45,25.71,3.83,1.15,68.66,0.522,102.78,10,0.351,1,564.88
Apple,Loam,152,308,24.32,73.37,4.73,3.48,7.37,2.33,31.44,13.68,28.94,2.575,1.2,84.63,1.516,269.24,5,0.56,0,0.0
Potato,Loam,38,315,18.26,78.17,1.91,1.03,10.17,4.17,31.88,13.37,23.54,2.717,0.782,73.34,0.56,103.66,1,0.364,1,63.68
Grape,Sandy Loam,98,19,12.2,66.03,1.49,0.93,10.38,2.04,21.5,10.03,11.79,2.417,0.85,83.79,0.995,114.13,6,0.498,1,691.83
Apple,Silty Loam,88,101,16.98,60.36,2.57,1.47,15.69,2.93,33.07,13.96,24.92,4.114,1.2,83.07,1.187,226.84,3,0.583,0,0.0
Tomato,Clay Loam,95,204,30.09,57.89,0.04,0.02,19.11,3.96,37.19,22.77,25.83,7.084,1.15,71.77,0.885,127.62,8,0.402,1,1120.65
Grape,Sandy,69,71,11.42,57.05,3.61,1.92,19.27,1.8,16.65,8.1,14.85,3.804,0.85,73.59,0.996,85.16,8,0.535,0,0.0
Tomato,Clay Loam,85,342,12.89,83.87,3.51,2.19,6.39,3.55,36.3,22.02,35.27,1.474,1.15,62.86,1.149,164.08,9,0.384,0,0.0
Grape,Loam,48,355,11.55,64.14,0.6,0.37,5.96,2.05,31.39,13.32,23.59,1.807,0.685,76.65,0.885,159.92,13,0.476,0,0.0
Tomato,Sandy Loam,27,15,11.59,80.23,0.29,0.17,9.03,1.15,21.97,9.2,10.84,1.688,0.6,61.5,1.254,160.14,13,0.37,1,2950.26
Potato,Loam,109,64,9.66,79.77,4.3,3.37,15.33,2.83,32.34,14.79,28.24,2.473,1.03,57.65,0.547,96.0,4,0.399,0,0.0
Tomato,Loam,74,71,18.52,70.42,1.17,0.93,15.76,0.71,29.59,14.64,22.43,3.396,1.15,72.36,0.761,113.77,3,0.373,1,225.9
Potato,Sandy Loam,17,160,28.79,53.13,0.34,0.21,22.23,3.71,24.2,10.09,17.37,7.727,0.5,83.67,0.537,75.77,12,0.377,1,526.03
Grape,Loam,224,41,8.29,67.35,1.17,0.86,14.21,0.63,32.26,14.24,26.06,2.378,0.557,57.34,0.666,120.01,6,0.508,0,0.0
Grape,Sandy Loam,33,43,16.21,68.52,4.19,3.34,10.96,1.63,24.15,10.6,13.97,2.641,0.479,87.73,0.957,129.67,3,0.486,1,333.14
Potato,Silt Loam,48,127,15.59,70.39,0.15,0.08,16.61,0.95,32.03,13.22,23.87,3.372,0.998,83.47,0.493,92.73,3,0.367,1,144.59
Apple,Silty Loam,180,337,10.65,64.34,4.54,2.91,3.35,1.17,35.99,13.31,28.48,1.07,1.05,62.42,1.122,254.47,12,0.542,0,0.0
Grape,Loam,81,118,21.18,67.41,0.04,0.02,19.03,3.2,31.41,13.71,28.0,4.89,0.85,81.13,0.872,154.34,8,0.534,1,293.21
Tomato,Clay Loam,18,216,24.56,43.26,0.07,0.04,20.68,1.39,34.72,21.21,24.06,5.886,0.6,88.21,0.696,94.03,1,0.426,1,84.11
Potato,Silt Loam,89,78,12.42,76.6,3.47,1.85,14.62,1.13,32.46,12.64,22.04,2.684,1.15,62.4,0.599,118.72,5,0.397,1,500.13
Apple,Clay Loam,26,216,26.45,51.98,0.17,0.1,22.92,4.4,34.24,21.12,25.24,7.832,0.45,57.67,1.941,254.66,3,0.578,1,908.74
Grape,Loam,74,292,21.36,56.7,0.26,0.13,16.98,1.07,30.08,14.17,25.61,4.253,0.85,76.48,0.878,139.69,9,0.477,0,0.0
Apple,Silty Loam,48,87,12.22,75.56,0.86,0.46,13.02,3.3,35.26,13.54,34.51,2.599,0.72,79.37,1.154,250.65,13,0.59,0,0.0
Apple,Silty Loam,43,278,14.71,60.85,3.49,2.26,12.76,0.75,34.68,13.92,31.5,2.712,0.645,72.15,1.362,282.75,9,0.503,0,0.0
Tomato,Loam,6,23,6.84,73.28,2.3,1.82,6.16,1.45,31.54,14.58,23.56,1.22,0.6,58.92,0.741,125.67,6,0.428,1,602.16
Potato,Sandy Loam,15,25,10.71,92.53,3.33,1.83,10.02,3.6,22.31,9.65,20.1,1.416,0.5,67.27,0.549,69.5,4,0.376,0,0.0
Potato,Sandy Loam,65,114,13.06,73.36,4.16,2.59,18.32,2.55,21.09,9.82,10.82,3.441,1.15,68.11,0.437,49.25,2,0.397,1,131.79
Apple,Silty Loam,141,249,23.02,53.91,0.87,0.66,23.23,3.51,34.28,14.1,20.29,6.762,1.2,86.04,1.238,249.83,12,0.598,1,2415.57
Potato,Silt Loam,91,224,29.62,44.31,0.01,0.0,24.21,4.23,33.64,12.44,31.06,9.27,1.15,69.51,0.592,125.5,5,0.379,1,109.87
Apple,Clay Loam,171,180,28.06,60.3,0.29,0.2,22.57,2.95,34.87,22.12,28.23,6.831,1.185,71.96,1.112,141.78,2,0.542,1,205.22
Potato,Sandy Loam,7,123,12.84,53.26,1.6,0.87,17.71,1.75,21.46,9.89,16.22,3.839,0.5,63.95,0.523,60.51,5,0.391,1,214.27
Grape,Sandy,210,86,20.83,74.67,1.65,1.2,17.37,2.73,16.49,7.5,14.16,4.117,0.65,73.25,0.734,65.99,7,0.539,0,0.0
Tomato,Clay Loam,41,80,10.37,73.5,0.17,0.1,13.76,1.59,37.94,21.86,32.37,2.484,0.751,85.13,0.73,117.38,5,0.355,0,0.0
Grape,Loam,92,221,37.48,48.02,0.01,0.01,24.95,2.98,32.26,14.41,22.26,9.544,0.85,68.87,0.856,152.8,6,0.545,1,745.75
Tomato,Sandy Loam,79,118,18.91,68.54,0.13,0.1,10.33,0.7,22.96,10.91,19.24,2.384,1.15,81.48,1.375,165.69,12,0.388,0,0.0
Potato,Sandy Loam,37,260,29.6,52.36,1.34,0.96,20.79,1.13,23.9,10.21,21.36,5.943,0.76,84.38,0.447,61.19,13,0.381,1,174.92
Grape,Sandy Loam,17,163,30.41,29.17,0.16,0.1,25.6,4.01,24.19,9.93,19.5,10.838,0.3,56.65,0.527,75.15,13,0.508,0,0.0
Apple,Clay Loam,77,193,31.28,39.11,0.16,0.11,17.39,2.16,34.19,21.53,26.57,6.841,1.155,70.61,1.315,166.48,11,0.538,1,1561.02
Grape,Loam,32,341,16.9,63.68,0.45,0.23,10.01,3.08,29.28,13.38,24.81,3.14,0.465,56.01,0.653,103.83,4,0.45,0,0.0
Tomato,Sandy Loam,20,240,25.93,54.06,0.27,0.2,22.35,3.91,21.15,10.85,18.84,7.268,0.6,60.2,1.492,153.68,9,0.393,1,515.26
Potato,Silt Loam,70,257,22.32,66.29,0.29,0.17,17.32,1.59,31.39,12.63,25.76,4.36,1.15,58.69,0.456,85.55,8,0.394,1,349.94
Grape,Sandy Loam,171,67,22.8,80.36,2.25,1.58,17.52,2.56,24.13,10.18,15.99,4.047,0.85,69.88,0.912,127.22,13,0.51,1,1381.05
Potato,Silt Loam,5,217,30.12,67.09,0.05,0.02,24.91,2.24,31.94,12.29,26.44,6.914,0.5,72.69,0.548,107.68,13,0.377,0,0.0
Grape,Sandy,85,157,30.68,50.78,0.04,0.02,26.44,3.04,16.98,8.8,13.97,8.671,0.85,66.05,0.564,46.14,2,0.516,1,51.4
Grape,Sandy Loam,171,14,10.87,65.35,0.67,0.37,8.38,1.47,22.31,9.72,10.72,1.907,0.85,89.79,0.702,88.38,5,0.502,1,453.07
Grape,Sandy Loam,103,214,38.26,34.87,0.01,0.0,25.98,4.14,25.0,10.1,14.9,12.233,0.85,66.32,0.843,125.61,3,0.484,1,385.15
Apple,Loam,142,225,27.54,42.8,0.2,0.14,21.6,3.19,31.04,14.19,26.5,7.824,1.2,83.1,1.875,315.94,8,0.537,1,819.49
Tomato,Sandy Loam,68,16,9.87,83.97,2.04,1.55,8.58,3.44,22.08,9.39,15.21,1.551,1.123,79.01,1.304,165.48,5,0.372,1,566.92
Grape,Sandy Loam,133,343,11.98,59.76,0.28,0.17,6.59,1.23,22.94,10.65,17.54,1.733,0.85,65.99,0.62,76.2,6,0.548,0,0.0
Potato,Silt Loam,61,289,19.65,66.59,1.55,0.92,16.16,2.47,32.06,12.74,29.17,4.109,1.15,60.15,0.581,112.25,9,0.397,1,251.24
Grape,Sandy Loam,201,71,16.59,64.05,0.61,0.48,14.19,2.13,21.17,9.44,15.12,3.48,0.71,74.96,0.724,84.93,2,0.527,0,0.0
Grape,Loam,167,179,29.91,33.52,0.01,0.0,24.73,0.87,31.82,13.61,19.46,7.095,0.85,76.78,0.967,176.09,13,0.532,1,2023.67
Potato,Sandy Loam,91,62,12.3,81.36,4.61,2.35,13.8,0.65,23.47,9.42,20.22,2.456,1.15,64.95,0.489,68.7,8,0.381,0,0.0
Apple,Loam,174,170,25.66,41.31,0.02,0.01,25.5,4.49,30.85,14.57,21.46,9.021,1.14,75.85,1.094,178.1,1,0.503,1,135.43
Apple,Loam,88,359,9.31,81.51,6.91,5.18,9.09,3.5,30.19,13.33,25.98,1.67,1.2,68.59,1.784,300.78,4,0.501,0,0.0
Potato,Silt Loam,16,188,29.47,47.67,0.04,0.03,21.85,3.95,32.68,13.95,28.24,8.345,0.5,82.43,0.577,108.07,2,0.385,1,62.16
Potato,Loam,61,50,6.08,78.44,4.1,2.4,11.12,3.8,29.38,13.41,27.91,1.762,1.15,66.46,0.421,67.23,10,0.395,0,0.0
Tomato,Loam,63,293,18.48,64.44,1.95,1.31,13.14,2.89,30.37,14.5,29.43,3.695,1.054,57.93,0.947,150.29,13,0.373,0,0.0
Grape,Sandy,38,103,26.97,68.53,0.19,0.12,21.34,3.27,19.62,8.61,15.19,6.014,0.547,85.48,0.94,103.49,7,0.5,0,0.0
Grape,Sandy,216,338,15.99,71.66,1.25,0.74,5.39,2.86,18.56,7.26,13.79,1.963,0.61,66.65,0.619,69.95,11,0.491,0,0.0
Potato,Loam,50,199,29.04,39.68,0.02,0.01,24.26,2.07,31.27,14.17,30.77,7.905,1.042,70.93,0.534,91.31,6,0.388,1,90.34
Grape,Loam,210,310,16.98,68.9,0.18,0.13,11.76,3.48,32.35,14.29,20.42,3.241,0.65,87.88,0.991,178.97,6,0.498,1,807.19
Apple,Silty Loam,173,83,11.65,61.51,2.06,1.13,14.41,2.06,33.25,13.69,28.52,3.072,1.155,74.56,1.166,228.07,12,0.546,0,0.0
Tomato,Clay Loam,95,201,31.8,56.72,0.06,0.05,25.09,0.72,37.71,21.31,33.51,6.723,1.15,82.37,1.006,164.98,7,0.37,1,359.07
Grape,Loam,91,314,19.51,65.91,1.29,0.76,11.54,1.52,32.98,14.94,19.48,3.023,0.85,75.23,0.535,96.51,13,0.543,1,1248.07
Grape,Sandy Loam,129,223,37.49,42.28,0.01,0.01,28.85,2.06,24.33,9.96,14.37,9.936,0.85,66.26,0.946,135.94,13,0.525,1,1848.6
Tomato,Clay Loam,44,169,30.41,63.18,0.24,0.13,23.06,3.07,34.87,21.31,30.04,7.112,0.792,76.63,1.399,189.7,9,0.359,1,793.61
Potato,Silt Loam,41,170,17.66,52.86,0.22,0.15,18.96,2.82,32.62,12.0,26.19,5.022,0.847,55.83,0.448,92.38,2,0.393,1,103.19
Potato,Silt Loam,77,317,8.09,74.24,0.92,0.56,6.91,4.11,31.0,13.37,18.43,1.684,1.15,85.6,0.443,78.1,1,0.351,1,65.05
Potato,Loam,98,316,11.99,88.75,2.33,1.65,10.99,4.46,30.16,14.7,19.1,1.745,1.15,60.95,0.48,74.21,3,0.361,1,261.3
Apple,Loam,82,228,29.56,45.85,0.07,0.05,22.15,2.2,29.69,13.93,27.67,7.329,1.2,84.75,1.172,184.71,1,0.543,1,27.93
Potato,Loam,92,87,14.04,80.35,0.41,0.3,15.37,0.73,31.18,13.27,29.48,2.862,1.15,81.72,0.419,75.04,6,0.392,0,0.0
Potato,Loam,54,347,5.75,71.37,1.36,0.94,7.49,1.29,31.37,14.38,24.39,1.34,1.128,87.69,0.497,84.44,11,0.362,1,435.17
Tomato,Clay Loam,49,158,28.7,56.18,0.56,0.33,25.75,0.66,36.57,22.31,26.3,6.584,0.861,79.69,1.108,158.0,7,0.423,1,999.55
Tomato,Sandy Loam,6,51,12.03,67.19,0.24,0.12,8.77,4.18,24.07,9.41,16.53,2.55,0.6,63.27,0.731,107.16,13,0.388,1,1132.49
Tomato,Clay Loam,71,214,30.75,50.41,0.06,0.03,21.31,3.06,36.15,21.92,22.92,7.671,1.15,82.62,1.462,208.04,6,0.38,1,1404.67
Grape,Sandy Loam,198,348,11.13,68.25,0.15,0.08,8.74,2.2,22.94,10.26,11.7,2.074,0.73,89.03,0.92,116.66,12,0.484,1,1393.8
Tomato,Loam,23,251,29.03,69.19,1.17,0.74,19.8,3.85,32.5,13.11,28.41,6.101,0.6,69.36,0.74,143.49,2,0.43,0,0.0
Tomato,Loam,54,74,14.89,64.98,8.18,4.24,14.23,0.51,29.52,13.3,26.23,2.857,0.93,80.42,1.132,183.61,10,0.382,0,0.0
Apple,Clay Loam,4,83,16.13,57.27,2.51,1.81,13.43,0.67,36.35,21.99,31.62,2.944,0.45,78.02,1.993,286.19,4,0.582,0,0.0
Apple,Loam,143,314,15.13,80.22,1.26,0.87,10.56,3.67,29.47,14.36,27.81,2.347,1.2,77.53,1.442,217.89,4,0.512,0,0.0
Apple,Loam,195,255,22.5,49.31,1.51,1.18,13.87,1.79,30.45,13.78,14.78,4.399,0.825,86.13,1.963,327.23,2,0.538,1,714.27
Grape,Sandy Loam,24,125,25.78,51.52,0.09,0.05,21.0,1.47,22.18,10.63,17.0,5.878,0.355,60.15,0.724,83.62,13,0.46,0,0.0
Grape,Loam,29,41,17.87,73.74,4.73,3.09,13.69,0.66,32.87,14.95,29.05,2.894,0.424,67.12,0.915,163.97,7,0.546,0,0.0
Potato,Sandy Loam,92,33,16.92,64.08,1.95,1.47,8.98,1.26,24.38,10.57,17.69,2.336,1.15,81.23,0.567,78.3,4,0.391,1,186.79
Apple,Loam,51,224,31.68,43.94,0.06,0.04,21.78,0.91,32.77,14.3,17.56,6.37,0.765,65.38,1.486,274.46,10,0.537,1,3457.03
Potato,Sandy Loam,46,272,11.13,71.08,0.68,0.51,11.73,3.14,22.07,10.69,11.69,2.505,0.955,79.92,0.422,48.02,8,0.38,1,438.47
Apple,Clay Loam,71,105,13.45,57.64,0.03,0.02,15.38,3.76,35.91,22.13,30.92,3.905,1.065,74.19,1.025,141.24,7,0.583,1,482.59
Potato,Sandy Loam,59,279,21.88,74.07,1.2,0.74,11.5,0.66,23.81,9.62,16.8,2.678,1.15,75.55,0.439,62.29,9,0.39,1,366.6
Potato,Silt Loam,60,315,17.21,90.57,8.97,5.14,5.81,0.87,34.51,13.26,24.57,1.151,1.15,70.25,0.521,110.71,10,0.384,1,737.19
Tomato,Sandy Loam,32,73,14.04,77.4,2.13,1.3,12.74,2.08,21.78,9.82,12.36,2.567,0.627,89.4,0.979,117.09,3,0.419,1,309.47
Apple,Silty Loam,99,3,15.96,67.22,0.87,0.52,10.22,2.94,36.25,14.83,29.79,2.883,1.2,82.26,1.263,270.53,11,0.549,0,0.0
Apple,Silty Loam,112,320,11.49,72.04,0.42,0.27,9.18,4.13,34.8,14.47,26.22,2.304,1.2,73.78,1.361,276.69,6,0.581,0,0.0
Tomato,Sandy Loam,126,249,25.15,67.2,3.03,2.32,18.56,3.12,24.35,10.36,21.96,5.312,0.926,59.97,0.86,120.31,1,0.444,0,0.0
Potato,Silt Loam,37,71,12.82,71.75,1.28,0.97,11.81,3.57,31.3,13.42,27.95,2.696,0.76,78.2,0.417,74.56,13,0.355,0,0.0
Grape,Sandy Loam,52,202,35.01,27.23,0.0,0.0,27.66,0.53,22.9,9.49,19.59,7.906,0.74,56.1,0.689,92.39,1,0.508,1,40.65
Apple,Loam,152,285,19.58,57.6,1.05,0.76,11.52,2.42,30.87,13.53,20.42,3.691,1.2,56.64,1.055,182.94,4,0.523,1,778.58
Tomato,Sandy Loam,50,34,16.25,92.04,2.16,1.13,7.44,2.89,24.64,10.14,15.42,1.387,0.875,86.55,0.958,138.91,2,0.376,1,204.11
Potato,Sandy Loam,57,48,9.54,73.15,0.7,0.48,5.83,4.18,22.98,9.86,12.97,1.735,1.15,69.42,0.588,77.15,2,0.352,1,169.57
Tomato,Clay Loam,73,184,31.3,54.12,0.11,0.06,24.73,3.53,37.18,22.04,30.91,8.465,1.15,85.72,0.587,88.87,3,0.382,1,128.81
Potato,Silt Loam,8,342,5.7,68.11,0.9,0.6,9.17,2.12,31.62,12.2,20.08,1.725,0.5,80.72,0.526,102.15,5,0.37,1,375.99
Grape,Sandy,43,294,23.63,47.26,5.65,3.05,20.44,4.01,19.08,7.89,9.96,7.054,0.616,59.37,0.609,68.15,7,0.501,1,654.85
Apple,Loam,152,279,22.36,65.04,1.62,1.23,13.67,1.85,29.57,14.5,20.54,3.802,1.2,80.64,1.427,215.05,4,0.518,1,639.18
Tomato,Clay Loam,125,109,12.04,65.35,0.7,0.41,19.26,2.1,36.37,22.92,35.09,3.689,0.94,57.05,0.85,114.32,3,0.433,0,0.0
Tomato,Clay Loam,76,169,26.81,53.51,0.02,0.02,20.3,3.34,36.61,22.25,33.47,6.826,1.15,57.41,0.727,104.4,4,0.411,1,159.05
Grape,Sandy,207,216,31.34,38.35,0.05,0.03,24.24,4.3,16.47,8.49,14.44,10.224,0.67,65.69,0.658,52.51,3,0.54,1,61.0
Tomato,Clay Loam,57,43,14.43,79.57,1.8,1.15,11.24,3.45,36.91,21.94,31.38,2.398,0.971,78.4,0.745,111.53,6,0.39,0,0.0
Tomato,Clay Loam,123,349,16.78,81.0,2.88,2.1,6.71,3.65,34.07,22.24,26.47,1.894,0.968,83.97,0.616,72.87,10,0.38,1,557.53
Tomato,Loam,68,303,17.44,86.51,1.65,0.85,12.33,3.17,32.8,13.97,22.77,2.443,1.123,75.02,0.608,114.49,5,0.441,1,406.44
Tomato,Sandy Loam,8,245,25.14,67.36,3.29,2.25,17.83,1.4,23.97,10.06,11.06,4.618,0.6,62.62,0.612,85.13,13,0.425,1,1640.24
Potato,Silt Loam,128,320,10.47,80.4,1.33,0.7,8.4,3.66,33.85,12.95,23.91,1.723,0.777,83.4,0.594,124.15,7,0.397,1,495.57
Tomato,Sandy Loam,134,118,17.22,59.45,1.04,0.61,20.61,2.19,23.86,10.24,14.3,4.773,0.814,84.8,1.313,178.83,5,0.439,1,740.11
Potato,Loam,102,313,5.72,68.57,1.13,0.89,8.8,3.55,30.48,14.95,20.9,1.837,1.123,64.34,0.534,82.93,5,0.377,1,397.55
Potato,Loam,7,203,28.89,58.58,0.04,0.03,19.27,2.87,31.87,14.13,27.36,6.356,0.5,78.08,0.568,100.76,5,0.356,0,0.0
Potato,Loam,72,164,26.12,45.78,0.21,0.13,20.3,3.08,30.3,13.89,19.29,7.078,1.15,77.01,0.595,97.64,12,0.365,1,1020.79
Potato,Sandy Loam,33,200,28.1,37.91,0.01,0.0,28.12,3.38,24.35,9.44,16.42,9.635,0.673,83.32,0.468,69.78,9,0.375,1,400.88
Potato,Loam,109,178,22.79,43.2,0.14,0.1,25.23,2.93,29.92,13.21,27.55,7.454,1.03,67.23,0.415,69.35,11,0.371,1,160.93
Grape,Sandy Loam,77,141,23.07,58.04,0.02,0.01,26.7,3.97,23.64,10.28,18.86,7.21,0.85,89.41,0.529,70.67,1,0.535,1,28.28
